Product code,Bureau of Meteorology station number,Year,Month,Mean minimum temperature,Quality
IDCJAC0004,009021,2014,11,12.5,Y
IDCJAC0004,009021,2014,12,14.9,Y
IDCJAC0004,009021,2015,01,17.7,Y
IDCJAC0004,009021,2015,02,18.6,Y
IDCJAC0004,009021,2015,03,16.2,Y
IDCJAC0004,009021,2015,04,13.4,Y
IDCJAC0004,009021,2015,05,8.8,Y
IDCJAC0004,009021,2015,06,10.0,Y
IDCJAC0004,009021,2015,07,9.1,Y
IDCJAC0004,009021,2015,08,9.2,Y
IDCJAC0004,009021,2015,09,9.3,Y
IDCJAC0004,009021,2015,10,12.2,Y
IDCJAC0004,009021,2015,11,15.0,Y
IDCJAC0004,009021,2015,12,16.0,Y
IDCJAC0004,009021,2016,01,19.0,Y
IDCJAC0004,009021,2016,02,17.3,Y
IDCJAC0004,009021,2016,03,17.5,Y
IDCJAC0004,009021,2016,04,14.6,Y
IDCJAC0004,009021,2016,05,9.5,Y
IDCJAC0004,009021,2016,06,8.8,Y
IDCJAC0004,009021,2016,07,7.4,Y
IDCJAC0004,009021,2016,08,7.5,Y
IDCJAC0004,009021,2016,09,6.8,Y
IDCJAC0004,009021,2016,10,9.4,Y
IDCJAC0004,009021,2016,11,12.4,Y
IDCJAC0004,009021,2016,12,14.7,Y
IDCJAC0004,009021,2017,01,16.3,Y
IDCJAC0004,009021,2017,02,17.2,Y
IDCJAC0004,009021,2017,03,15.5,Y
IDCJAC0004,009021,2017,04,12.1,Y
IDCJAC0004,009021,2017,05,11.1,Y
IDCJAC0004,009021,2017,06,8.6,Y
IDCJAC0004,009021,2017,07,9.7,Y
IDCJAC0004,009021,2017,08,9.1,Y
IDCJAC0004,009021,2017,09,9.7,Y
IDCJAC0004,009021,2017,10,10.8,Y
IDCJAC0004,009021,2017,11,15.4,Y
IDCJAC0004,009021,2017,12,16.4,Y
IDCJAC0004,009021,2018,01,17.3,Y
IDCJAC0004,009021,2018,02,17.7,Y
IDCJAC0004,009021,2018,03,17.1,Y
IDCJAC0004,009021,2018,04,13.2,Y
IDCJAC0004,009021,2018,05,10.3,Y
IDCJAC0004,009021,2018,06,8.9,Y
IDCJAC0004,009021,2018,07,9.2,Y
IDCJAC0004,009021,2018,08,7.8,Y
IDCJAC0004,009021,2018,09,8.1,Y
IDCJAC0004,009021,2018,10,12.6,Y
IDCJAC0004,009021,2018,11,12.5,Y
IDCJAC0004,009021,2018,12,15.2,Y
IDCJAC0004,009021,2019,01,15.8,Y
IDCJAC0004,009021,2019,02,17.4,Y
IDCJAC0004,009021,2019,03,17.2,Y
IDCJAC0004,009021,2019,04,12.6,Y
IDCJAC0004,009021,2019,05,8.0,Y
IDCJAC0004,009021,2019,06,9.2,Y
IDCJAC0004,009021,2019,07,8.4,Y
IDCJAC0004,009021,2019,08,7.8,Y
IDCJAC0004,009021,2019,09,9.0,Y
IDCJAC0004,009021,2019,10,10.6,Y
IDCJAC0004,009021,2019,11,14.0,Y
